"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"03/01/2017 15:00:00 - 03/01/2017 15:15:00","BZN|NL","460.91","N/A"," ","581.56"
"03/01/2017 15:15:00 - 03/01/2017 15:30:00","BZN|NL","411.46","N/A"," ","579.76"
"03/01/2017 15:30:00 - 03/01/2017 15:45:00","BZN|NL","375.50","N/A"," ","592.86"
"03/01/2017 15:45:00 - 03/01/2017 16:00:00","BZN|NL","347.01","N/A"," ","595.70"
"03/01/2017 16:00:00 - 03/01/2017 16:15:00","BZN|NL","323.50","N/A"," ","600.87"
"03/01/2017 16:15:00 - 03/01/2017 16:30:00","BZN|NL","338.67","N/A"," ","603.58"
"03/01/2017 16:30:00 - 03/01/2017 16:45:00","BZN|NL","340.16","N/A"," ","609.26"
"03/01/2017 16:45:00 - 03/01/2017 17:00:00","BZN|NL","319.42","N/A"," ","614.78"
"03/01/2017 17:00:00 - 03/01/2017 17:15:00","BZN|NL","306.90","N/A"," ","614.42"
"03/01/2017 17:15:00 - 03/01/2017 17:30:00","BZN|NL","313.04","N/A"," ","623.43"
